ImagePath,ValidationValue,camera
2017_SBU4_06160760,0,SBU4
2017_SBU4_06160761,0,SBU4
2017_SBU4_06160762,0,SBU4
2017_SBU4_06160763,0,SBU4
2017_SBU4_06160764,0,SBU4
2017_SBU4_06160765,0,SBU4
2017_SBU4_06160766,0,SBU4
2017_SBU4_06160767,0,SBU4
2017_SBU4_06160768,1,SBU4
2017_SBU4_06160769,1,SBU4
2017_SBU4_06160770,1,SBU4
2017_SBU4_06160771,0,SBU4
2017_SBU4_06160772,1,SBU4
2017_SBU4_06160773,1,SBU4
2017_SBU4_06160774,1,SBU4
2017_SBU4_06160775,1,SBU4
2017_SBU4_06160776,1,SBU4
2017_SBU4_06160777,1,SBU4
2017_SBU4_06160778,1,SBU4
2017_SBU4_06160779,1,SBU4
2017_SBU4_06160780,0,SBU4
2017_SBU4_06160781,1,SBU4
2017_SBU4_06160782,3,SBU4
2017_SBU4_06160783,0,SBU4
2017_SBU4_06160784,3,SBU4
2017_SBU4_06160785,0,SBU4
2017_SBU4_06160786,3,SBU4
2017_SBU4_06160787,0,SBU4
2017_SBU4_06160788,0,SBU4
2017_SBU4_06160789,3,SBU4
2017_SBU4_06160790,3,SBU4
2017_SBU4_06160791,3,SBU4
2017_SBU4_06160792,3,SBU4
2017_SBU4_06160793,3,SBU4
2017_SBU4_06160794,3,SBU4
2017_SBU4_06160795,3,SBU4
2017_SBU4_06160796,3,SBU4
2017_SBU4_06160797,3,SBU4
2017_SBU4_06160798,1,SBU4
2017_SBU4_06160799,2,SBU4
2017_SBU4_06160800,1,SBU4
2017_SBU4_06160801,1,SBU4
2017_SBU4_06160802,0,SBU4
2017_SBU4_06160803,1,SBU4
2017_SBU4_06160804,1,SBU4
2017_SBU4_06160805,0,SBU4
2017_SBU4_06160806,0,SBU4
2017_SBU4_06160807,0,SBU4
2017_SBU4_06160808,0,SBU4
2017_SBU4_06160809,0,SBU4
2017_SBU4_06160810,0,SBU4
2017_SBU4_06160811,0,SBU4
2017_SBU4_06160812,0,SBU4
2017_SBU4_06160813,0,SBU4
2017_SBU4_06160814,0,SBU4
2017_SBU4_06160815,0,SBU4
2017_SBU4_06160816,0,SBU4
2017_SBU4_06160817,0,SBU4
2017_SBU4_06160818,0,SBU4
2017_SBU4_06160819,0,SBU4
2017_SBU4_06160820,1,SBU4
2017_SBU4_06160821,2,SBU4
2017_SBU4_06160822,0,SBU4
2017_SBU4_06160823,0,SBU4
2017_SBU4_06160824,0,SBU4
2017_SBU4_06160825,0,SBU4
2017_SBU4_06160826,0,SBU4
2017_SBU4_06160827,0,SBU4
2017_SBU4_06160828,0,SBU4
2017_SBU4_06160829,0,SBU4
2017_SBU4_06160830,0,SBU4
2017_SBU4_06160831,0,SBU4
2017_SBU4_06160832,0,SBU4
2017_SBU4_06160833,0,SBU4
2017_SBU4_06170001,0,SBU4
2017_SBU4_06170002,0,SBU4
2017_SBU4_06170003,0,SBU4
2017_SBU4_06170004,0,SBU4
2017_SBU4_06170005,0,SBU4
2017_SBU4_06170006,0,SBU4
2017_SBU4_06170007,0,SBU4
2017_SBU4_06170008,0,SBU4
2017_SBU4_06170009,0,SBU4
2017_SBU4_06170010,0,SBU4
2017_SBU4_06170011,0,SBU4
2017_SBU4_06170012,0,SBU4
2017_SBU4_06170013,0,SBU4
2017_SBU4_06170014,0,SBU4
2017_SBU4_06170015,0,SBU4
2017_SBU4_06170870,0,SBU4
2017_SBU4_06170871,0,SBU4
2017_SBU4_06170872,0,SBU4
2017_SBU4_06170873,0,SBU4
2017_SBU4_06170874,0,SBU4
2017_SBU4_06170875,0,SBU4
2017_SBU4_06170876,0,SBU4
2017_SBU4_06170877,2,SBU4
2017_SBU4_06170878,0,SBU4
2017_SBU4_06170879,1,SBU4
2017_SBU4_06170880,0,SBU4
2017_SBU4_06170881,3,SBU4
2017_SBU4_06170882,3,SBU4
2017_SBU4_06170883,2,SBU4
2017_SBU4_06170884,0,SBU4
2017_SBU4_06170885,0,SBU4
2017_SBU4_06170886,0,SBU4
2017_SBU4_06170887,0,SBU4
2017_SBU4_06170888,0,SBU4
2017_SBU4_06170889,0,SBU4
2017_SBU4_06170890,0,SBU4
2017_SBU4_06170891,0,SBU4
2017_SBU4_06170892,0,SBU4
2017_SBU4_06170893,0,SBU4
2017_SBU4_06170894,0,SBU4
2017_SBU4_06170895,0,SBU4
2017_SBU4_06170896,0,SBU4
2017_SBU4_06170897,0,SBU4
2017_SBU4_06170898,0,SBU4
2017_SBU4_06170899,0,SBU4
2017_SBU4_06170900,0,SBU4
2017_SBU4_06170901,0,SBU4
2017_SBU4_06170902,0,SBU4
2017_SBU4_06170903,0,SBU4
2017_SBU4_06170904,0,SBU4
2017_SBU4_06170905,3,SBU4
2017_SBU4_06170906,0,SBU4
2017_SBU4_06170907,3,SBU4
2017_SBU4_06170908,0,SBU4
2017_SBU4_06170909,0,SBU4
